Annual_Income,Num_of_Delayed_Payment,Monthly_Inhand_Salary,Credit_Score
7171.26,23.0,807.605,Poor
123523.6,13.0,10168.633333333331,Good
37443.81,1.0,2990.3175,Good
66460.6,23.0,5448.383333333334,Poor
65671.98,-1.0,5191.665,Good
34134.78,20.0,2707.565,Poor
28256.63,17.0,2440.7191666666668,Good
55163.81999999999,18.0,4869.985,Poor
114987.15,3.0,9517.2625,Good
56604.96,21.0,4515.08,Poor
126559.52,10.0,10248.626666666669,Poor
72207.52,25.0,5881.293333333334,Poor
35644.72,1.0,2987.393333333333,Good
61236.86,6.0,5151.071666666667,Good
20835.39,12.0,1707.2825,Poor
33476.83,8.0,2534.7358333333336,Good
33049.87,11.0,2955.1558333333337,Poor
11603.81,15.0,900.9841666666664,Good
33446.44,19.0,3058.203333333333,Poor
19188.055,13.0,1358.0045833333334,Good
46150.65,20.0,4052.8875,Poor
18097.46,26.0,1482.121666666667,Poor
19938.73,15.0,1813.5608333333328,Poor
68824.42,8.0,4924.658800926899,Good
17450.0,8.0,1582.166666666667,Poor
127559.68,5.0,10605.973333333332,Good
87215.68,8.0,7489.973333333332,Good
61115.16,20.0,4925.93,Poor
33714.38,19.0,2918.5316666666663,Poor
36349.28,19.0,2885.106666666666,Poor
83453.72,11.0,6718.4766666666665,Poor
30643.51,9.0,2703.625833333333,Good
66252.0,20.0,5261.0,Poor
7495.305,14.0,533.60875,Poor
66227.56,18.0,5699.963333333332,Poor
57575.04,20.0,4948.92,Poor
177560.68,3.0,14512.723333333332,Poor
32795.94,7.0,2929.995000000001,Good
72322.52,25.0,5982.876666666668,Poor
65945.7,5.0,5486.474999999999,Good
57872.7,19.0,4669.725,Poor
17096.25,19.0,1669.6875,Good
74800.0,7.0,5967.333333333332,Good
8058.875,15.0,508.5729166666666,Poor
76079.16,0.0,6462.93,Good
88290.45000000003,15.0,7323.537500000001,Good
18671.92,11.0,1546.993333333333,Poor
43825.16,8.0,3852.096666666667,Good
24858.67,16.0,1977.555833333333,Good
109744.86000000002,86.0,8916.405,Good
17594.015,10.0,1485.4412227482226,Good
42450.3,25.0,3382.525,Poor
49598.67,23.0,3860.2225,Poor
20057.57,17.0,1954.4641666666664,Poor
38192.94,11.0,3146.745000000001,Good
46717.32,17.0,4072.11,Poor
17646.92,24.0,1359.5766666666666,Poor
68267.04,15.0,5768.919999999999,Poor
35469.07,5.0,2935.755833333333,Poor
37313.32,18.0,3045.443333333333,Poor
54670.95,14.0,4798.9125,Poor
133868.52,5.0,11000.71,Poor
15618.52,17.0,1284.5433333333333,Poor
68110.83,14.0,5469.9025,Poor
57810.68,16.0,4896.556666666666,Good
127614.78,8.0,10409.565,Poor
21039.8,11.0,1875.3166666666664,Poor
37754.78,9.0,3395.231666666666,Poor
29376.07,4.0,2159.005833333333,Good
20889.65,20.0,1710.8041666666668,Poor
18084.08,24.0,1740.006666666667,Poor
39255.54,2.0,3546.295,Good
59977.98,22.0,5171.165,Poor
15659.78,20.0,1132.9816666666668,Poor
14126.68,19.0,1374.2233333333334,Poor
32901.79,6.0,2549.8158333333336,Good
31200.24,5.0,2588.02,Good
68266.3,9.0,5417.858333333334,Good
49128.9,9.0,4231.074999999999,Poor
22488.625,11.0,1700.052083333333,Poor
17337.8,16.0,1674.8166666666666,Poor
125491.64,7.0,10517.636666666667,Good
40314.54,17.0,3653.545,Poor
37482.37,3.0,3182.5308333333337,Poor
9269.99,19.0,598.4991666666666,Poor
16744.76,13.0,1245.3966666666663,Poor
161272.04,2.0,13312.336666666668,Poor
16193.87,21.0,1287.4891666666667,Poor
179317.04,5.0,15091.086666666668,Good
61476.93000000001,24.0,4940.0775,Poor
19896.89,19.0,1434.0741666666663,Poor
9654.115,17.0,620.5095833333334,Poor
17594.015,10.0,1657.1679166666663,Good
7136.905,16.0,842.7420833333333,Poor
39700.24,19.0,3080.353333333333,Poor
15251.19,19.0,1144.9325,Good
10186.26,10.0,985.855,Good
136812.04,3.0,11572.003333333336,Good
37921.54,22.0,2942.1283333333336,Poor
18228.67,20.0,1734.055833333333,Poor
7369.03,16.0,421.08583333333326,Poor
42395.16,1.0,3491.9300000000007,Good
29180.37,19.0,2409.6975,Good
12443305.0,19.0,530.9008333333333,Poor
75773.2,19.0,6248.4333333333325,Poor
60287.61,23.0,5192.9675,Poor
17277.78,27.0,1212.8149999999996,Poor
15604.56,23.0,1389.38,Poor
38197.25,7.0,3191.104166666666,Good
44272.0,5.0,3798.333333333334,Poor
98208.78,7.0,8313.064999999999,Poor
68790.22,7.0,5872.5183333333325,Good
33022.95,3.0,2975.9125,Poor
64122.84,23.0,5053.57,Poor
53143.17,15.0,4554.5975,Poor
82293.24,19.0,6727.77,Poor
104658.75,14.0,8434.5625,Poor
63115.54,8.0,4981.628333333333,Poor
56985.9,16.0,4700.825,Poor
65299.38,0.0,5305.615,Poor
41486.98,3.0,2959.217697254116,Good
53266.23,20.0,4310.8525,Poor
14293.9,10.0,1394.158333333333,Poor
20063.56,19.0,1832.963333333333,Poor
17774.32,4.0,1205.1933333333334,Good
78738.68,20.0,6583.556666666666,Poor
84261.29999999999,20.0,6772.774999999999,Poor
28337.76,10.0,2000.1702689880465,Good
12815981.0,16.0,4720.400923954431,Good
7371.05,17.0,403.2541666666667,Poor
17075.64,11.0,1399.5250059144205,Poor
93712.29,20.0,7832.357500000001,Good
7282.885,17.0,568.9070833333334,Poor
26175.52,11.0,1985.293333333333,Good
117946.44,0.0,9988.87,Good
20618.07,15.0,1434.1725,Poor
31633.94,16.0,2729.1616666666664,Poor
28952.76,25.0,2338.73,Poor
20574.71,22.0,1813.559166666667,Poor
7689.5,23.0,806.7916666666665,Poor
68078.6,14.0,5651.216666666667,Poor
65937.12,9.0,5465.759999999998,Good
20825.75,14.0,1770.479166666667,Poor
28417.58,18.0,2365.1316666666667,Poor
130682.94,9.0,10605.245,Good
17337.8,18.0,1674.8166666666666,Poor
176044.04,11.0,13654.481740693367,Good
132662.22,2.0,10872.185,Poor
19632.01,9.0,1853.000833333333,Good
7698.58,15.0,731.5483333333333,Poor
33427.13,6.0,2708.5941666666668,Good
62925.64,18.0,5109.803333333333,Poor
10003.495,23.0,840.6245833333335,Good
17995.83,20.0,1304.6525,Poor
83192.64,17.0,7106.72,Good
16321.82,23.0,1566.1516666666666,Poor
16791.21,16.0,1143.2675,Poor
8242.335,20.0,652.8612499999998,Poor
15135.3,20.0,1264.275,Poor
33559.26,22.0,2732.605,Poor
75908.66,6.0,6220.721666666667,Good
37691.17,6.0,3321.9308333333333,Good
30559.3,4.0,2567.608333333333,Poor
38760.82,8.0,3310.068333333333,Good
39558.23,12.0,3542.519166666667,Good
30789.35,7.0,2738.7791666666667,Good
18157.95,12.0,1095.8120759925243,Poor
73044.56,22.0,6149.046666666666,Poor
25994.56,17.0,2349.2133333333336,Poor
19126.65,18.0,1683.8875,Poor
43016.7,11.0,3853.725,Poor
8555.805,19.0,528.98375,Poor
14785.12,24.0,1365.0933333333337,Poor
42048.24,8.0,3758.02,Good
157698.52,9.0,13280.543333333331,Good
20975.39,5.0,1572.9491666666663,Good
73378.32,24.0,5832.8600000000015,Poor
71825.98,10.0,6078.498333333332,Good
33518.12,13.0,2879.1766666666667,Poor
15270.77,24.0,1219.5641666666668,Poor
33199.8,15.0,2507.65,Poor
58963.04,5.0,5058.586666666667,Good
28698.06,11.0,2326.505,Poor
90429.99,5.0,7363.8325,Good
19662.27,10.0,1351.5225,Poor
38377.92,10.0,3241.16,Poor
75881.16,19.0,6535.43,Poor
10025.2,14.0,1089.4333333333334,Poor
18735.98,20.0,1776.331666666667,Poor
20355.43,16.0,1621.2858333333334,Poor
17028.31,1.0,1663.0258333333334,Good
35659.07,8.0,3074.589166666666,Good
19328.71,4.0,1480.7258333333332,Good
77641.56,9.0,6180.13,Poor
15905.25,20.0,1075.4375,Poor
85553.97,0.0,7223.4975,Good
87939.04,7.0,7343.253333333332,Good
52561.62,18.0,4572.135,Poor
15516.87,5.0,1396.0725,Good
31641.93,12.0,2610.8275,Poor
75908.66,9.0,6220.721666666667,Good
44464.37,9.0,3478.3641666666667,Poor
14674.175,11.0,1199.8479166666666,Good
55719.18000000001,24.0,4689.265,Poor
74866.6,16.0,5964.883333333334,Poor
139294.4,3.0,11380.866666666669,Good
42829.15,4.0,3535.0958333333333,Good
17624.38,20.0,1483.6983333333335,Poor
98962.77,9.0,8044.897499999999,Good
69956.92,24.0,5530.743333333333,Poor
65558.36,25.0,5715.196666666668,Poor
14638.54,20.0,1134.878333333333,Poor
39225.32,17.0,3265.776666666666,Poor
20308.26,11.0,1684.3549999999998,Poor
69445.68,20.0,5937.139999999999,Good
73106.92,12.0,6309.243333333333,Good
19724.81,10.0,1442.7341666666669,Good
58380.6,19.0,4891.05,Poor
77930.28,22.0,6504.19,Poor
19547.065,11.0,1486.9220833333331,Good
17698.23,20.0,1744.8525,Poor
66949.68,8.0,5802.139999999999,Good
16297.34,7.0,1414.111666666667,Poor
20415.41,12.0,1648.8476651553842,Poor
39511.0,23.0,3248.583333333333,Poor
38175.39,8.0,3287.2825,Good
163851.12,1.0,13815.26,Good
17791.55,17.0,1587.6291666666666,Poor
31135.37,10.0,2500.6141666666667,Poor
18600.88,16.0,1386.0733333333335,Poor
18577.62,16.0,1469.135,Poor
116687.92,15.0,9747.993333333334,Poor
133628.52,12.0,11298.71,Good
43700.61,11.0,3574.7175,Good
23489.78,13.0,2221.4816666666666,Good
57074.58,25.0,4679.215,Poor
38299.84,10.0,3461.653333333333,Poor
33518.12,13.0,2879.1766666666667,Poor
10203.99,8.0,1119.3325,Poor
7468.77,24.0,681.3975,Poor
26978.17,14.0,2419.847722919395,Poor
29112.32,4.0,2333.026666666666,Good
74005.12,17.0,5941.093333333332,Poor
26025.94,19.0,2221.828333333333,Poor
23026.48,20.0,1789.8733333333332,Good
36913.88,21.0,2859.1566666666663,Poor
139702.24,4.0,11866.853333333333,Good
14439.41,6.0,956.2841666666666,Good
81471.96,14.0,6763.330000000001,Poor
48725.58,10.0,3845.465,Poor
34758.2,6.0,2979.5166666666664,Good
18829.82,8.0,1578.1516666666666,Poor
98759.91,5.0,8524.9925,Poor
31244.71,12.0,2443.725833333333,Good
15931.72,15.0,1179.6433333333332,Poor
74366.94,10.0,6380.245,Good
19125.75,14.0,1437.8125,Good
9635.555,23.0,1034.9629166666666,Poor
62896.78,6.0,5323.3983333333335,Good
74449.44,18.0,6251.12,Poor
15908.46,18.0,1426.705,Poor
106839.09,8.0,9018.2575,Good
25173.4,11.0,1829.783333333333,Good
37024.7,26.0,3179.3916666666664,Poor
9863.53,21.0,1038.9608333333335,Poor
36029.25,10.0,3111.4375,Poor
19799.73,18.0,1915.9775,Good
71689.68,15.0,5706.139999999999,Poor
34188.05,18.0,2821.004166666667,Good
9816.78,24.0,890.065,Poor
36631.98,18.0,3336.6650000000004,Poor
57107.44,13.0,4629.953333333334,Poor
7871.81,18.0,763.9841666666667,Poor
7534.185,16.0,892.84875,Poor
21700.68,13.0,1692.075507065946,Good
9615.485,13.0,607.2904166666667,Poor
38861.72,6.0,3511.476666666667,Good
43391.96,6.0,3688.9966666666655,Good
80539.08,18.0,6542.59,Poor
9093.815,14.0,782.8179166666667,Poor
73365.72,17.0,6194.81,Poor
65984.28,19.0,5278.69,Poor
75868.8,18.0,6074.4000000000015,Poor
81395.44,4.0,6584.953333333334,Good
18524.52,6.0,1739.71,Good
15604.245,8.0,1554.35375,Good
17399.84,14.0,1448.986666666667,Poor
171781.8,14.0,14185.15,Good
56023.84,25.0,4943.653333333333,Poor
28315.95,6.0,2415.6625,Good
32260.97,7.0,2416.414166666667,Good
40492.58,17.0,3275.3816666666667,Poor
20121.97,25.0,1646.8308333333334,Poor
73420.92,1.0,6333.41,Good
17823.25,15.0,1638.270833333333,Poor
32507.89,11.0,2784.9908333333333,Poor
58306.26,10.0,4750.855,Poor
85368.27,4.0,6889.0225,Good
81425.24,19.0,6579.436666666667,Poor
51370.17,17.0,4042.8475,Poor
17408.23,13.0,1397.6858333333332,Poor
31599.56,24.0,2665.2966666666666,Poor
16813.54,20.0,1101.128333333333,Poor
76476.66,4.0,6536.055,Good
34132.87,11.0,2970.4058333333337,Good
73365.72,17.0,6194.81,Poor
21412.855,7.0,1708.4045833333332,Good
18289.68,16.0,1305.14,Poor
10394.805,17.0,1038.23375,Good
27909.81,19.0,2574.8175,Good
15155.01,22.0,1473.9175,Poor
81126.78,7.0,6885.565,Good
18793.34,6.0,1612.111666666667,Poor
22115.435,5.0,1732.9529166666669,Good
26862.64,8.0,2409.5533333333333,Good
8128.065,18.0,467.33875,Poor
60287.61,27.0,4712.69251657428,Good
39734.74,10.0,3402.228333333333,Good
15827.06,19.0,1422.9216666666666,Poor
21206.82,8.0,1881.235,Good
62565.60000000001,21.0,5086.8,Poor
64720.9,1.0,5559.408333333334,Good
14828.19,17.0,1442.6825,Poor
17282.84,16.0,1326.236666666667,Poor
59227.68,18.0,4790.64,Poor
68861.36,24.0,5936.446666666668,Poor
65984.28,19.0,5278.69,Poor
63597.74,14.0,5359.8116666666665,Poor
80633.22,6.0,6463.435,Good
17738.32,24.0,1715.1933333333334,Poor
14075.83,23.0,876.9858333333334,Poor
26693.06,20.0,2437.4216666666666,Poor
26460.7,19.0,2295.058333333333,Poor
68056.4,23.0,5805.366666666666,Poor
17655.43,25.0,1530.2858333333334,Poor
17633.71,12.0,1489.4758333333332,Poor
88918.54,8.0,7657.878333333332,Poor
87932.96,13.0,7206.746666666668,Good
15201.0,309.0,976.75,Poor
34176.53,10.0,2584.0441666666666,Good
101299.84,10.0,8403.653333333334,Good
64057.72,1.0,5082.143333333333,Good
56089.95,19.0,4875.1625,Poor
17923.05,20.0,1663.5875,Poor
35304.41,12.0,3132.034166666667,Poor
38192.94,9.0,3146.745000000001,Good
79178.76,7.0,6302.23,Poor
86763.16,2569.0,7138.263333333332,Poor
65498.88,25.0,5409.24,Good
41975.0,1.0,3761.916666666666,Good
42070.96,18.0,3506.575736829253,Good
9716.27,9.0,743.6891666666667,Poor
44080.04,5.0,3563.498770538034,Poor
133455.93,6.0,11060.3275,Good
15576.36,9.0,1351.03,Poor
9846.55,10.0,698.5458333333332,Poor
53530.53,17.0,4315.8775,Poor
132324.18,11.0,11027.015,Good
130940.76,0.0,10918.73,Good
100791.57,4.0,8436.2975,Poor
54758.55,18.0,4730.2125,Poor
18770.3,1.0,1514.1916666666666,Good
69228.92,16.0,5752.076666666668,Poor
141873.52,9.0,11869.793333333331,Poor
68266.3,9.0,5417.858333333334,Good
29404.31,20.0,2359.3591666666666,Good
31751.78,14.0,2712.9816666666666,Poor
60363.5,0.0,5277.291666666667,Good
37827.77,8.0,3116.314166666666,Good
55035.66,15.0,4690.305,Poor
58416.36,25.0,4877.03,Poor
105829.08,17.0,8729.09,Good
77095.8,18.0,6395.6500000000015,Poor
67672.4,25.0,5878.366666666666,Poor
19958.32,25.0,1411.1933333333334,Poor
36165.18,15.0,2918.765,Poor
81427.02,1.0,6877.585,Good
73802.24,15.0,5971.186666666667,Poor
8770.03,10.0,868.8358333333334,Poor
50885.37,24.0,4452.4475,Poor
15904.85,2.0,1085.4041666666667,Good
7617.915,19.0,626.82625,Poor
10300239.0,8.0,703.0354166666666,Poor
72207.52,22.0,5881.293333333334,Poor
21791.905,5.0,1871.992083333333,Good
120348.8,16.0,10268.066666666668,Poor
18964.73,17.0,1571.394166666667,Poor
80591.2,8.0,6453.9333333333325,Poor
19170.73,0.0,1315.5608333333332,Good
101978.19,-1.0,8422.1825,Good
73475.02,9.0,6225.918333333334,Poor
16012.64,25.0,1108.3866666666663,Poor
167258.04,1.0,14200.17,Good
19206.92,19.0,1373.5766666666666,Poor
7326.605,15.0,739.5504166666666,Poor
37743.72,24.0,3341.31,Poor
176696.88,7.0,14648.74,Good
15599.88,25.0,1324.99,Poor
36886.06,18.0,3292.838333333333,Poor
24282.15,14.0,1875.5125,Good
11550.325,16.0,947.5270833333334,Good
128674.44,-2.0,10551.87,Poor
75723.81,23.0,6141.3175,Good
20488.9,25.0,1653.4083333333335,Poor
27377.06,10.0,1989.4216666666664,Good
18937.61,20.0,1536.134166666667,Poor
43543.72,0.0,3476.643333333333,Good
19798.93,24.0,1579.9108333333334,Poor
49732.35000000001,23.0,4321.3625,Poor
29728.31,-2.0,2551.3591666666666,Good
18496.49,23.0,1802.374166666667,Poor
16193.87,21.0,1287.4891666666667,Poor
15713.83,12.0,1313.4858333333334,Poor
50513.25,18.0,4051.4375,Poor
74961.78,9.0,6492.815,Good
35234.99,2.0,2827.249166666666,Good
14584.155,12.0,959.34625,Good
8898.495,8.0,738.5412500000001,Poor
44928.27,19.0,3700.0225000000014,Poor
12683.275,20.0,938.9395833333332,Poor
66484.36,18.0,5595.363333333334,Poor
52561.62,16.0,4572.135,Poor
10189.235,14.0,557.1029166666667,Poor
50573.81999999999,9.0,4175.485,Good
102432.51,11.0,7586.673428516378,Good
178969.48,7.0,14647.123333333337,Good
46586.8,12.0,4026.2333333333336,Good
19466.45,21.0,1899.2041666666669,Poor
28824.3,26.0,2673.025,Poor
28585.38,19.0,2336.115,Poor
8969.265,17.0,925.43875,Poor
22188.45,1.0,2006.0375,Poor
41209.68,21.0,3413.14,Poor
39131.02,4.0,3001.918333333333,Poor
29042.27,12.0,2273.1891666666666,Good
20316.57,15.0,1926.0475,Poor
40067.1,9.0,3237.925,Good
43609.13,4.0,3420.0941666666663,Poor
33153.69,1.0,2625.300546042723,Good
19895.9,15.0,1384.9916666666668,Poor
80511.84,20.0,6542.32,Good
171781.8,12.0,14185.15,Good
9856.98,13.0,754.415,Poor
120497.52,2.0,10203.46,Good
92705.84,12.0,7957.486666666668,Poor
14096.44,15.0,977.9595938644868,Poor
15410.19,25.0,1554.1825,Poor
60584.76,17.0,5124.730000000001,Poor
71015.06999999999,11.0,5866.9225,Poor
135941.28,11.0,11058.44,Poor
56985.9,16.0,4700.825,Poor
73937.4,15.0,6415.45,Poor
34775.16,18.0,3048.9300000000007,Poor
14544.03,9.0,1314.0025,Good
20261.85,18.0,1598.4875,Poor
30635.16,8.0,2658.93,Good
63382.56,8.0,4996.88,Poor
121107.9,3.0,9980.325,Poor
47752.38,16.0,4227.365,Poor
74820.12,17.0,6511.009999999998,Poor
20566.56,25.0,1711.88,Poor
60668.72,6.0,5310.7266666666665,Poor
17517.69,20.0,1373.8075,Poor
96650.64,14.0,8197.220000000001,Good
55719.18000000001,22.0,4689.265,Poor
69851.4,7.0,5581.95,Poor
85770.42,9.0,7386.535,Good
7201.505,9.0,488.1254166666666,Poor
16117.63,24.0,1322.1358333333333,Poor
31819.53,15.0,2414.6275,Good
16041.85,16.0,1479.8208333333334,Poor
20058.555,4.0,1817.54625,Good
10034.55,12.0,719.2125,Poor
158757.88,0.0,13111.823333333336,Poor
42989.27,7.0,3730.439166666666,Poor
19547.065,11.0,1486.9220833333331,Good
8833.225,20.0,956.1020833333332,Poor
41757.44,18.0,3317.786666666667,Poor
59924.96,21.0,4816.746666666667,Poor
22049.235,1.0,1764.43625,Good
16558.12,5.0,1217.8433333333332,Poor
127160.94,5.0,10216.886014968688,Good
85667.7,11.0,6966.974999999999,Good
67644.92,18.0,5465.076666666667,Poor
16219206.0,4.0,8733.2475,Good
40332.61,6.0,3174.797531626771,Good
88044.6,2.0,7073.05,Poor
37607.28,14.0,2842.94,Poor
39693.86,12.0,3449.8216666666667,Good
124955.08,16.0,10233.923333333334,Poor
14365.54,22.0,1486.128333333333,Poor
168878.08,2.0,14302.173333333332,Poor
37539.84,11.0,3404.32,Good
10179.645,19.0,556.30375,Poor
24018.71,14.0,1799.559166666667,Good
18618.23,12.0,1654.519166666667,Poor
62253.54,7.0,5223.795,Poor
125285.32,9.0,10508.443333333336,Good
76855.56,18.0,6700.63,Poor
39292.44,3.0,3340.370000000001,Good
71536.52,22.0,5715.376666666668,Poor
95846.49,18.0,8264.2075,Good
132123.84,12.0,10895.32,Good
38436.68,8.0,2965.056666666667,Good
39284.17,2.0,3072.6808333333333,Good
70737.78,16.0,5719.418131833436,Good
14432.87,7.0,1185.7391666666667,Good
10316.45,14.0,811.7041666666668,Good
115800.54,0.0,9860.045,Poor
28893.09,4.0,2295.7575,Good
7046.5,12.0,355.20833333333337,Poor
55596.12,23.0,4463.01,Poor
44330.2,-2.0,3744.183333333333,Good
56483.64,19.0,4900.97,Poor
20501034.0,18.0,7257.226666666666,Poor
20415.52,11.0,1728.293333333333,Poor
16259.845,12.0,1398.9870833333332,Good
19998.6,12.0,1566.55,Poor
19268.3,19.0,1652.6916666666666,Poor
34217.66,9.0,2794.471666666667,Good
7110.93,15.0,843.5775,Poor
32910.92,7.0,2895.5766666666664,Good
38643.04,2351.0,3506.2533333333336,Good
128847.0,11.0,10980.25,Poor
31604.58,6.0,2378.715,Good
7020.545,9.0,431.0454166666667,Poor
34076.32,25.0,3017.693333333333,Poor
62717.24,25.0,5035.4366666666665,Poor
30668.9,23.0,2530.741666666667,Poor
60335.25,16.0,5120.9375,Poor
19170.45,23.0,1510.5375,Poor
173196.32,8.0,14258.026666666668,Good
94525.68,17.0,7955.14,Good
9697.29,13.0,861.1075000000002,Poor
148990.16,7.0,12474.846666666665,Good
114867.4,7.0,9805.283333333333,Poor
44046.21,16.0,3466.5175,Good
31599.56,24.0,2528.6262616140293,Poor
75602.28,16.0,6185.19,Good
124782.2,9.0,10123.516666666666,Good
14453.63,20.0,1250.4691666666663,Poor
56544.0,20.0,4524.0,Good
8649.85,21.0,817.8208333333333,Poor
34547.54,10.0,2994.961666666666,Good
41310.18,12.0,3269.515,Good
16562.01,14.0,1240.1674999999998,Poor
10046.24,18.0,926.1866666666666,Poor
44328.22,4.0,3710.018333333333,Good
33610.36,17.0,2857.863333333333,Poor
51162.84,19.0,4249.57,Poor
30918.82,8.0,2780.568333333333,Poor
20295.67,14.0,1474.8598998948437,Poor
32720.38,19.0,2977.6983333333333,Poor
14544.27,19.0,1395.0225,Poor
9133.965,9.0,494.1637500000001,Poor
10105.995,19.0,552.1662500000001,Poor
121471.44,3.0,9960.62,Poor
40608.96,2.0,3103.08,Good
34204.8,19.0,2725.4,Poor
60738.48,25.0,5336.54,Poor
87957.02,1.0,7453.751666666668,Poor
9582.025,15.0,1022.5020833333332,Poor
15363.22,19.0,1286.2683333333332,Poor
7011.685,20.0,680.3070833333334,Poor
22312.07,8.0,2013.3391666666664,Good
65869.24,8.0,5702.1033333333335,Good
36349.28,22.0,2885.106666666666,Poor
56370.98,2.0,4973.581666666667,Poor
58558.86,16.0,5123.905,Poor
8053.435,20.0,706.1195833333335,Poor
16733.85,18.0,1612.4875,Poor
58089.39,23.0,4835.7825,Poor
177560.68,3.0,14512.723333333332,Poor
58982.64,24.0,4685.22,Poor
114224.24,12.0,9459.686666666666,Poor
18964.73,20.0,1571.394166666667,Poor
74346.44,18.0,6134.536666666668,Poor
37819.13,1.0,3185.5941666666663,Poor
21639.39,15.0,1633.2825,Poor
41131.36,8.0,3589.613333333333,Good
15469.21,18.0,1156.1008333333332,Poor
62030.64,16.0,4883.22,Poor
93871.89,8.0,7849.6575,Good
7617.915,16.0,626.82625,Poor
49346.88,10.0,3593.22219332051,Good
66190.34,16.0,5478.861666666667,Good
14031.25,16.0,1107.2708333333333,Poor
18248.5,6.0,1811.708333333333,Poor
34343.96,17.0,2897.9966666666664,Poor
16381.95,18.0,883.0800832573731,Good
77418.52,24.0,6450.543333333334,Poor
28027.52,17.0,2046.6266666666663,Poor
39232.16,13.0,3331.346666666667,Poor
27339.81,14.0,2518.3175,Poor
83595.72,16.0,7214.31,Good
28603.64,2.0,2539.6366666666668,Good
122434.23,2.0,10004.8525,Good
141025.92,15.0,12004.160000000002,Good
14841.17,15.0,989.7641666666666,Poor
72757.26,1.0,5816.105,Good
32194.56,16.0,2663.88,Poor
21212.91,19.0,1496.7425,Poor
19506.73,15.0,1491.5608333333332,Poor
18719.74,8.0,1843.9783333333328,Poor
20938.03,18.0,1896.835833333333,Poor
36439.06,9.0,3248.588333333333,Poor
20273.53,15.0,1427.460833333333,Poor
146880.84,7.0,12372.07,Poor
17585.29,10.0,1571.440833333333,Poor
147819.96,14.0,12452.33,Poor
103284.84,6.0,8591.07,Good
123028.6,10.0,10017.383333333331,Good
81430.32,18.0,6652.8600000000015,Poor
18426.65,14.0,1516.1270646167652,Poor
20227.38,21.0,1516.615,Poor
100233.4,18.0,8499.783333333333,Good
20818.74,16.0,1762.8950000000002,Poor
22324.105,10.0,1723.3420833333332,Good
37605.04,22.0,2868.7533333333336,Good
68332.08,8.0,5618.34,Poor
56370.98,3.0,4973.581666666667,Poor
36228.12,3.0,3105.01,Good
25780.78,9.0,2188.398333333333,Poor
35139.27,2.0,2917.2725,Good
40445.44,20.0,3152.453333333333,Poor
26693.06,20.0,2437.4216666666666,Poor
45472.2,16.0,3693.35,Poor
9385.19,16.0,1061.0991666666666,Poor
16194440.0,22.0,2636.685,Poor
145545.36,3.0,11984.78,Good
60040.5,22.0,5258.375,Poor
20372.43,20.0,1411.7025,Poor
64270.12,17.0,5500.843333333332,Poor
19214.965,10.0,1730.2470833333334,Good
50010.9,20.0,4262.575,Poor
7991.33,26.0,736.9441666666668,Poor
2515109.0,17.0,3957.75,Poor
157156.8,10.0,13050.4,Good
7056.405,15.0,486.03375,Poor
31700.12,7.0,2635.6766666666667,Poor
31795.08,16.0,2320.5947110633765,Poor
13603.41,16.0,863.6175000000002,Good
29409.66,5.0,2579.805,Good
16753.63,25.0,1564.1358333333335,Poor
14019.63,19.0,1315.3025,Poor
39453.74,3.0,3254.811666666666,Good
15362.78,23.0,1441.2316666666668,Poor
32629.08,22.0,2672.09,Poor
97384.44,12.0,8167.37,Poor
18344.75,18.0,1818.729166666667,Poor
113402.79,10.0,9707.2325,Poor
14688.4,15.0,1056.0333333333333,Good
27987.5,21.0,2421.2916666666665,Good
30616.07,2.0,2813.339166666666,Good
79950.34,5.0,6393.528333333333,Good
16684.91,24.0,1138.4091666666666,Poor
73884.6,15.0,6255.05,Poor
54025.95,15.0,4426.1625,Poor
16701.96,20.0,1599.83,Poor
38955.5,21.0,3544.291666666666,Poor
39102.56,19.0,3012.546666666666,Poor
41819.64,10.0,3730.97,Poor
9126.455,26.0,490.53791666666666,Poor
37760.22,10.0,3393.685,Good
9084.52,23.0,856.0433333333334,Poor
115105.56,18.0,9684.13,Good
35218.52,12.0,3195.876666666666,Good
118763.0,8.0,9962.916666666666,Good
19012.18,18.0,1548.3483333333334,Poor
19473209.0,12.0,4618.901666666667,Good
20737.17,6.0,1868.0975,Good
15131.11,13.0,1321.9258333333337,Poor
15334.13,16.0,1462.8441666666663,Poor
95295.57,20.0,7943.2975,Poor
45243.21,24.0,3855.2675,Poor
70328.66,11.0,5682.721666666667,Good
10457.88,16.0,688.4899999999999,Poor
130682.94,10.0,10605.245,Good
57473.58,1.0,4544.465,Poor
127706.55,5.0,10785.2125,Good
37731.42,7.0,3206.285,Poor
129200.12,16.0,10841.676666666666,Poor
30807.57,5.0,2796.2975,Good
18940.82,17.0,1281.4016666666666,Poor
73823.84,14.0,6130.986666666668,Poor
41544.52,18.0,3337.043333333333,Poor
74866.6,16.0,5964.883333333334,Poor
111295.16,15.0,9209.596666666666,Good
32466.18,17.0,2769.515,Poor
28694.16,19.0,2544.18,Poor
35062.63,2.0,2995.8858333333333,Poor
143570.8,0.0,12000.233333333332,Poor
66610.28,12.0,5395.856666666667,Poor
21862769.0,11.0,2554.054166666667,Good
20997.075,6.0,1895.75625,Good
109905.96,15.0,9096.83,Poor
8856.75,16.0,989.0625,Poor
126284.31,5.0,10718.6925,Good
138873.28,1.0,11375.773333333333,Good
162550.04,3.0,13331.836666666668,Good
